-17.381336,-66.153312
-17.388023,-66.161902
-17.402440,-66.159474
-17.394132,-66.158234
-17.400073,-66.152818
-17.391796,-66.155410
-17.382628,-66.153659
-17.381265,-66.155516
-17.399863,-66.154810
-17.394592,-66.157403
-17.396714,-66.164494
-17.383478,-66.158474
-17.400049,-66.162080
-17.401209,-66.164796
-17.404053,-66.158336
-17.382387,-66.155640
-17.384959,-66.154713
-17.398704,-66.156156
-17.395547,-66.149262
-17.401260,-66.165583
-17.403637,-66.153864
-17.392115,-66.158904
-17.402163,-66.155839
-17.410451,-66.158327
-17.388781,-66.151642
-17.389311,-66.154746
-17.393985,-66.162552
-17.410648,-66.159439
-17.399197,-66.155063
-17.384341,-66.152700
-17.389416,-66.155120
-17.387274,-66.158996
-17.392260,-66.162674
-17.389027,-66.157683
-17.394501,-66.164002
-17.389761,-66.156918
-17.388186,-66.152564
-17.391041,-66.164112
-17.399625,-66.150815
-17.391774,-66.159723
-17.393085,-66.151383
-17.395316,-66.158463
-17.389603,-66.151873
-17.397943,-66.161816
-17.411132,-66.157412
-17.403981,-66.161859
-17.398259,-66.167000
-17.404988,-66.156283
-17.403805,-66.152106
-17.387899,-66.153502
-17.391506,-66.151725
-17.396326,-66.159348
-17.387975,-66.160127
-17.400956,-66.156828
-17.386898,-66.158786
-17.398462,-66.158445
-17.385633,-66.153167
-17.393647,-66.153902
-17.397621,-66.149529
-17.388114,-66.154990
-17.404599,-66.157553
-17.396979,-66.161905
-17.381520,-66.156277
-17.399005,-66.159062
-17.404872,-66.158311
-17.392822,-66.162108
-17.402682,-66.165492
-17.389859,-66.163134
-17.398926,-66.152543
-17.394621,-66.159058
-17.389157,-66.152187
-17.393192,-66.164436
-17.406684,-66.167858
-17.388533,-66.155151
-17.394724,-66.154567
-17.408264,-66.167197
-17.396248,-66.154109
-17.399750,-66.166410
-17.410006,-66.163656
-17.391375,-66.152433
-17.382472,-66.152013
-17.386908,-66.153070
-17.391413,-66.155403
-17.385281,-66.157277
-17.409420,-66.159038
-17.396392,-66.157041
-17.394017,-66.164779
-17.409798,-66.161622
-17.388544,-66.160077
-17.395152,-66.160099
-17.392698,-66.154831
-17.408897,-66.163461
-17.398522,-66.165051
-17.410300,-66.161262
-17.408714,-66.160279
-17.383695,-66.161427
-17.402073,-66.166228
-17.408919,-66.167179
-17.401391,-66.155934
-17.402705,-66.161720
-17.387798,-66.154492
-17.401971,-66.158497
-17.395133,-66.163636
-17.403536,-66.166210
-17.397420,-66.150147
-17.395667,-66.158931
-17.409083,-66.157352
-17.398991,-66.161929
-17.396109,-66.156328
-17.407034,-66.167348
-17.401750,-66.167051
-17.399186,-66.151197
-17.386879,-66.155122
-17.411081,-66.156731
-17.393097,-66.156761
-17.396104,-66.149128
-17.399411,-66.157927
-17.387057,-66.151929
-17.408213,-66.156526
-17.393187,-66.165222
-17.395157,-66.153191
-17.405864,-66.158321
-17.399617,-66.157361
-17.386826,-66.158101
-17.398268,-66.167001
-17.381778,-66.153356
-17.394764,-66.151733
-17.391190,-66.152388
-17.380727,-66.152697
-17.406285,-66.157393
-17.385604,-66.153467
-17.399018,-66.155931
-17.403076,-66.160361
-17.407253,-66.156780
-17.383540,-66.157962
-17.381802,-66.154652
-17.393162,-66.159074
-17.411213,-66.156281
-17.402272,-66.153872
-17.393917,-66.162859
-17.391931,-66.157057
-17.408057,-66.165311
-17.389663,-66.156251
-17.402837,-66.153712
-17.394154,-66.165039
-17.392423,-66.157958
-17.399609,-66.151612
-17.403664,-66.158168
-17.398249,-66.157485
-17.403538,-66.158567
-17.383286,-66.154276
-17.392102,-66.160382
-17.409503,-66.157492
-17.403118,-66.152231
-17.393190,-66.159104
-17.391027,-66.157991
-17.389127,-66.160860
-17.401403,-66.160541
-17.380990,-66.156721
-17.394939,-66.155620
-17.385244,-66.155643
-17.394583,-66.162715
-17.389523,-66.158146
-17.391722,-66.157749
-17.406420,-66.162399
-17.394573,-66.155790
-17.403160,-66.154389
-17.407224,-66.164756
-17.382725,-66.155620
-17.381513,-66.152886
-17.398344,-66.155407
-17.397411,-66.151034
-17.402445,-66.163523
-17.389251,-66.156221
-17.400651,-66.158958
-17.400003,-66.152569
-17.387998,-66.162402
-17.399527,-66.165461
-17.390769,-66.164269
-17.384064,-66.154054
-17.398642,-66.162440
-17.385533,-66.155313
-17.402076,-66.163633
-17.397224,-66.149566
-17.389741,-66.163166
-17.400963,-66.158002
-17.383990,-66.155381
-17.395017,-66.161084
-17.396315,-66.152736
-17.407099,-66.159763
-17.380064,-66.152604
-17.400065,-66.156363
-17.391647,-66.162748
-17.399016,-66.165723
-17.386233,-66.160030
-17.395016,-66.162584
-17.392569,-66.152556
-17.396817,-66.155133
-17.388422,-66.159060
-17.385735,-66.160526
-17.383739,-66.152540
-17.407686,-66.166157
-17.394071,-66.157102
-17.386252,-66.151325
-17.399400,-66.158840
-17.407831,-66.161545
-17.390211,-66.154087
-17.401398,-66.153424
-17.404387,-66.154711
-17.388703,-66.158845
-17.383666,-66.161239
-17.407904,-66.165177
-17.394398,-66.160784
-17.401972,-66.165958
-17.389614,-66.151666
-17.383483,-66.154004
-17.385639,-66.155083
-17.390126,-66.161016
-17.396772,-66.164583
-17.401575,-66.154341
-17.391600,-66.155349
-17.403778,-66.163057
-17.393278,-66.162299
-17.405182,-66.155666
-17.393333,-66.161502
-17.394711,-66.152534
-17.405626,-66.155783
-17.403805,-66.153795
-17.397129,-66.151748
-17.390479,-66.160930
-17.402088,-66.164124
-17.394296,-66.159632
-17.396408,-66.150888
-17.406313,-66.166318
-17.403016,-66.160555
-17.388962,-66.155817
-17.398731,-66.165940
-17.386483,-66.159732
-17.402237,-66.163529
-17.395261,-66.155234
-17.405159,-66.160321
-17.387126,-66.161861
-17.404582,-66.163852
